"수집시각","체인","지점","우편번호","카테고리","행사기간","상품명","상품정보","행사가격","앱가격","할인율","기준가격","출처"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Knüller der Woche","07.09.2026-12.09.2026","3 Glocken Genuss Pur Teigwaren","5 x 500 g | 1.60 / kg | versch. Ausformungen Einzelpreis: 1.89 (3.78 / kg)","4.00","","-57 %","statt 9.45","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Müller Joghurt mit der Ecke","113 g – 150 g | 2.20 - 2.92 / kg | gekühlt, versch. Sorten","0.33","","-62 %","statt 0.89","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Leerdammer","100 g – 140 g | 9.93 – 13.90 / kg | gekühlt, versch. Sorten","1.39","1.29","-52% / -48 %","statt 2.69","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Dallmayr Prodomo","500 g | 13.98 / kg | Kaffee gemahlen oder ganze Bohnen, versch. Sorten","6.99","","-30 %","UVP 9.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Pfanni Speisekartoffeln","2,5 kg Netz | 1.- / kg | Deutschland, Unsere Besten versch. Kocheigenschaften","2.49","","-24 %","UVP 3.29","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Bio Bananen","1 kg | Costa Rica / Panama","1.49","","-25 %","UVP 1.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Laugenbreze","4 Stück | Einzelpreis: 0.39 Gilt nur in Filialen mit Backautomat!","1.00","","-35 %","statt 1.56","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Hähnchen-Innenfilet","400 g | 9.48 / kg | zart und mager","3.79","","-24 %","UVP 4.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Frosta Fertiggerichte","450 g - 500 g | 5.58 - 6.20 / kg | tiefgekühlt, versch. Sorten","2.79","2.49","-48% / -41 %","statt 4.79","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Hasseröder Premium Pils","2 x 20 x 0,5 l | 0.80 / l | Einzelkiste: 17.99 (1.80 / l)","15.98","","-55 %","statt 35.98","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Haribo Fruchtgummi","160 g - 175 g | 4.51 - 4.94 / kg | versch. Sorten","0.79","","-33 %","UVP 1.19","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Knorr Fix","28 g – 100 g | 4.40 – 15.71 / kg | versch. Sorten","0.44","","-63 %","UVP 1.19","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Melitta Auslese oder Harmonie","500 g | 11.98 / kg | Kaffee gemahlen, versch. Sorten","5.99","","-29 %","UVP 8.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Melitta Barista","1 kg | ganze Kaffeebohnen, versch. Sorten","11.99","","-44 %","UVP 21.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Melitta Barista Crema Gold","200 g | 34.95 / kg | löslicher Bohnenkaffee","6.99","","-30 %","UVP 9.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Jacobs Cappuccino","290 g – 500 g | 6.98 – 12.03 / kg | versch. Sorten","3.49","","-22 %","UVP 4.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Melitta Kaffeepads","201 g | 19.85 / kg | versch. Sorten","3.99","","","Aktion","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Schwartau Dessertsauce","125 ml | 13.52 / l | versch. Sorten","1.69","","-15 %","UVP 1.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Zentis Nusspli","300 g - 400 g | 6.23 - 8.30 / kg | versch. Sorten","2.49","","-28 %","statt 3.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Yes Törtchen","96 g | 17.60 / kg | versch. Sorten","1.69","","-15 %","UVP 1.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Bahlsen Comtess Kuchen","350 g | 5.11 / kg | versch. Sorten","1.79","","-43 %","UVP 3.19","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Landliebe frische Weidemilch","1,5 l | 0.99 / l | gekühlt, 1,5% oder 3,8% Fett","1.49","","-42 %","UVP 2.59","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Ritter Sport Nuss- / Kakaoklasse","75 g – 100 g | 16.90 – 22.53 / kg | versch. Sorten","1.69","","-26 %","statt 2.29","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Ferrero Giotto","154 g – 154,8 g | 19.32 – 19.42 / kg","2.99","","-18 %","UVP 3.69","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Spar-Angebote","07.09.2026-12.09.2026","Manner Crunchies","130 g | 15.31 / kg | versch. Sorten","1.99","","-20 %","UVP 2.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","GAZI Grill- und Pfannenkäse","200 g | 9.95 / kg | gekühlt, versch. Sorten","1.99","","-33 %","UVP 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Heinz Curry Gewürz Ketchup","400 ml | 4.98 / l | versch. Sorten","1.99","","-33 %","UVP 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Zetti Knusperflocken","130 g | 13.77 / kg | versch. Sorten","1.79","","-25 %","UVP 2.39","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Bud Spencer Schoko-Bohnen","150 g | 16.60 / kg | versch. Sorten","2.49","","-28 %","UVP 3.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Henglein Hefe- oder Strudelteig","300 g - 450 g | 3.98 - 5.97 / kg | gekühlt","1.79","","-28 %","UVP 2.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Mr. Wang Instantnudeln 5er-Pack","5 x 65 g | 4.58 / kg | versch. Sorten","1.49","","-25 %","statt 1.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Maggi Guten Appetit Suppen","0,75 l - 1 l | 0.69 - 0.92 / l | versch. Sorten","0.69","","-30 %","statt 0.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Müller‘s Mühle Linsen","500 g | 2.58 / kg | versch. Sorten","1.29","","-48 %","UVP 2.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Fruchtkaramellen","250 g | 5.96 / kg","1.49","","-21 %","statt 1.89","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Langnese Cremissimo Eis","825 ml - 900 ml | 2.47 - 2.69 / l | tiefgekühlt, versch. Sorten","2.22","","-44 %","UVP 3.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Kellogg’s Cerealien","400 g - 420 g | 10.69 - 11.23 / kg | versch. Sorten","4.49","","","Dauertiefpreis","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Effect Energy Drink","0,33 l | 2.39 / l | taurin- & koffeinhaltig, versch. Sorten","0.79","","-27 %","statt 1.09","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Volvic Juicy","1 l | versch. Sorten","1.29","","-31 %","UVP 1.89","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Le Rustique Weichkäse","200 g - 250 g | 11.16 - 13.95 / kg | gekühlt, versch. Sorten","2.79","","-30 %","UVP 3.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","funny-frisch Linsen- oder popchips","80 g - 90 g | 16.56 - 18.63 / kg | versch. Sorten","1.49","","-25 %","statt 1.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Payback-Angebote","07.09.2026-12.09.2026","Sheridan‘s Original Coffee Layered Liqueur","0,5 l | 19.98 / l | 15,5 % Vol.","9.99","","-28 %","UVP 13.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","HEIMAT Äpfel rot","2 kg Beutel | 0.75 / kg | Italien, Kl. II","1.49","","-40 %","UVP 2.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Rispentomaten","1 kg | Niederlande, Kl. I","2.29","","-23 %","UVP 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Mango","Stück | Brasilien, Kl. I","0.99","","-33 %","UVP 1.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Himbeeren","125 g | 15.92 / kg | Marokko / Portugal, Kl. I","1.99","","-16 %","UVP 2.39","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Champignons weiß","400 g Schale | 4.23 / kg | Polen, Kl. I","1.69","","-15 %","UVP 1.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Mini Cherryrispentomaten","200 g Schale | 8.95 / kg | Niederlande, Kl. I","1.79","","-21 %","statt 2.29","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Zwetschgen","500 g Schale | 4.98 / kg | Deutschland, Kl. I","2.49","","-16 %","UVP 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Kopfsalat","Stück | Deutschland, Kl. I","1.11","","-25 %","UVP 1.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Zespri Kiwi grün","Stück | Neuseeland, Kl. I","0.39","","-20 %","UVP 0.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Kohlrabi","Stück | Deutschland, Kl. I","0.44","","-36 %","UVP 0.69","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Orangen","1,5 kg Netz | 1.66 / kg | Südafrika, Kl. I","2.49","","-16 %","statt 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Trauben dunkel kernlos","400 g Schale | 5.55 / kg | Spanien, Kl. I; Sorte: Sable Seedless, Kernlos","2.22","","-25 %","UVP 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Bio Äpfel","1 kg Beutel | Deutschland, Kl. II","2.29","","-23 %","UVP 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Bio Zitronen","500 g Netz | 3.58 / kg | Spanien, Kl. II","1.79","","-18 %","UVP 2.19","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Bio Ingwer","100 g | 3.90 / kg | China","0.39","","-20 %","UVP 0.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Bio Knoblauch","150 g Netz | 8.60 / kg | Argentinien / Spanien, Kl. II","1.29","","-13 %","UVP 1.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Bio-Rote Bete","500 g | 2.58 / kg | Frankreich, gekocht","1.29","","-13 %","UVP 1.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Obst & Gemüse","07.09.2026-12.09.2026","Bio Zucchini","500 g Bund | 2.98 / kg | Deutschland, Kl. II","1.49","","","Aktion","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Hähnchen-Oberkeulensteaks","400 g | 7.48 / kg | ohne Haut, Knoblauchbutter-Marinade","2.99","2.69","-32% / -25 %","UVP 3.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Gulasch vom Rind","500 g | 12.98 / kg | zart und saftig","6.49","","-16 %","statt 7.79","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Schweine-Schnitzel","500 g | 6.98 / kg | aus der Oberschale","3.49","","-23 %","UVP 4.59","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Hähnchen-Schnitte","720 g | 6.93 / kg | paniert, vorgegart","4.99","","-28 %","UVP 6.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Schweine-Rücken","pro kg | ohne Knochen, vakuumverpackt, ca. 2 kg","3.99","","-50 %","UVP 7.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Mais-Hähnchenschenkel","1,1 kg | 3.63 / kg | natur, Hkl. A","3.99","","-20 %","UVP 4.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Original US Beef Burger","260 g | 15.35 / kg | gewürzt","3.99","","-20 %","UVP 4.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Suppenfleisch vom Rind","500 g | 11.98 / kg | ohne Knochen","5.99","","-23 %","statt 7.79","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Salami-Aufschnitt","200 g | 7.45 / kg | versch. Sorten Regionale Verpackungsabweichungen möglich","1.49","","-11 %","statt 1.69","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Lachsschinken","150 g | 13.27 / kg | versch. Sorten","1.99","","-16 %","UVP 2.39","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Mettenden","300 g | 7.63 / kg | herzhaft","2.29","","-14 %","UVP 2.69","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Wurst-Aufschnitt","100 g - 125 g | 9.52 - 11.90 / kg | versch. Sorten","1.19","","-20 %","UVP 1.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Bifi","6 x 20 g; 3 x 45 g; 3 x 40 g; 5 x 20 g | 14.74 - 19.90 / kg | versch. Sorten","1.99","","-33 %","statt 2.99","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Leberwurst oder Teewurst","125 g - 175 g | 6.34 - 8.88 / kg | versch. Sorten","1.11","","-13 %","UVP 1.29","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Rinder-Burger, Chicken-Burger oder Hot-Dog","2 x 100 g - 150 g | 8.30 - 12.45 / kg","2.49","","-10 %","UVP 2.79","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Fleisch & Wurst","07.09.2026-12.09.2026","Schweinebraten","100 g | 11.10 / kg","1.11","0.99","-28% / -20 %","statt 1.39","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Kühlregal & Tiefkühlung","07.09.2026-12.09.2026","Miree Frischkäsezubereitung","150 g | 7.40 / kg | gekühlt, versch. Sorten","1.11","0.99","-47% / -41 %","statt 1.89","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Kühlregal & Tiefkühlung","07.09.2026-12.09.2026","Zott Protein Pudding oder Mousse","200 g | 5.- / kg | gekühlt, versch. Sorten","1.00","0.89","-50% / -44 %","UVP 1.79","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Kühlregal & Tiefkühlung","07.09.2026-12.09.2026","Popp Brotaufstrich","250 g | 7.96 / kg | gekühlt, versch. Sorten","1.99","","-20 %","UVP 2.49","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Kühlregal & Tiefkühlung","07.09.2026-12.09.2026","Speisequark Magerstufe","500 g | 1.98 / kg | gekühlt, 0,2% Fett","0.99","","-16 %","statt 1.19","https://www.netto-online.de/filialangebote"
"2026-09-07 18:27 Europe/Berlin","Netto","Rahmer Str. 8, 44369 Dortmund","44369","Kühlregal & Tiefkühlung","07.09.2026-12.09.2026","Alpro Drink","8 x 1 l | 1.88 / l | versch. Sorten Einzelpreis: 2.99 (2.99 / l)","15.00","14.00","-41% / -37 %","statt 23.92","https://www.netto-online.de/filialangebote"
