"수집시각","체인","지점","우편번호","카테고리","행사기간","상품명","상품정보","행사가격","앱가격","할인율","기준가격","출처"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE H. Amshove, Varziner Str. 7-17, 44369 Dortmund (지점 확인)","44369","식품","14.09.2026-20.09.2026","Kinder Riegel","je 18 x 21-g-Pckg.","4.44","","","11,75 €/kg","https://www.rewe.de/angebote/dortmund/1762800/rewe-markt-varziner-str-7-17/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE H. Amshove, Varziner Str. 7-17, 44369 Dortmund (지점 확인)","44369","음료","14.09.2026-20.09.2026","Melitta Auslese Kaffee","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg.","5.99","","","11,98 €/kg","https://www.rewe.de/angebote/dortmund/1762800/rewe-markt-varziner-str-7-17/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE H. Amshove, Varziner Str. 7-17, 44369 Dortmund (지점 확인)","44369","식품","14.09.2026-20.09.2026","Merci Finest Selection","versch. Sorten, je 250-g-Pckg.","3.29","","","13,16 €/kg","https://www.rewe.de/angebote/dortmund/1762800/rewe-markt-varziner-str-7-17/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE H. Amshove, Varziner Str. 7-17, 44369 Dortmund (지점 확인)","44369","식품","14.09.2026-20.09.2026","Milka Schokolade","versch. Sorten, je 90-g-Tafel","0.99","","","11,00 €/kg","https://www.rewe.de/angebote/dortmund/1762800/rewe-markt-varziner-str-7-17/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE H. Amshove, Varziner Str. 7-17, 44369 Dortmund (지점 확인)","44369","식품","14.09.2026-20.09.2026","Original Wagner Steinofen Pizza Salami","tiefgefroren, je 320-g-Pckg.","1.79","","","5,59 €/kg","https://www.rewe.de/angebote/dortmund/1762800/rewe-markt-varziner-str-7-17/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE H. Amshove, Varziner Str. 7-17, 44369 Dortmund (지점 확인)","44369","주류","14.09.2026-20.09.2026","Warsteiner Pils","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand","10.99","","","1,10 €/l","https://www.rewe.de/angebote/dortmund/1762800/rewe-markt-varziner-str-7-17/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Bauer Biergartenkäse","Weichkäse, 45% i.Tr., je 150-g-Pckg.","1.99","","","13,27 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Exquisa Der Sahnige","65% Fett i.Tr., je 200-g-Pckg.","1.19","","","5,95 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Happy Hippo","versch. Sorten, je 5 x 20,7-g-Pckg.","1.79","","","17,29 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Iglo Schlemmerfilet Bordelaise Classic","tiefgefroren, je 380-g-Pckg.","2.99","","","7,87 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Kinder Riegel","je 18 x 21-g-Pckg.","4.44","","","11,75 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","주류","14.09.2026-20.09.2026","Kleiner Feigling Original","20% Vol., je 0,5-l-Fl.","5.99","","","11,98 €/l","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Milka Schokolade","versch. Sorten, je 90-g-Tafel","0.99","","","11,00 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","음료","14.09.2026-20.09.2026","Monster Energy Drink","versch. Sorten, koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 € Pfand","0.99","","","1,98 €/l","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Original Wagner Steinofen Pizza Salami","tiefgefroren, je 320-g-Pckg.","1.79","","","5,59 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","음료","14.09.2026-20.09.2026","Powerade","je 0,5-l-Fl., zzgl. 0,25 € Pfand","0.99","","","1,98 €/l","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","REWE","REWE Markt, Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen (지점 확인)","52062","식품","14.09.2026-20.09.2026","Rügenwalder Vegane Mühlen Salami oder Veganer Schinken Spicker Mortadella","je 80-g-Pckg.","1.19","","","14,88 €/kg","https://www.rewe.de/angebote/aachen/1931021/rewe-markt-kaiserplatz-1-adalbertstr-100/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Dr. Oetker Ristorante Pizza oder Bistro Flammkuchen","tiefgefroren, versch. Sorten, je 265 g - 410 g Packung","1.79","","","ab 4,37 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Ecuador - Bananen","1 kg","1.49","","","1,49 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Frischer Schweinenackenbraten","mit Knochen, der rustikale Braten, je 1 kg","5.99","","","5,99 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","HAK Rotkohl","mit Apfelstücken oder ohne, je 700 g Glas","1.29","","","1,84 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","주류","14.09.2026-19.09.2026","Italien - Apulien / Sizilien - Doppio Passo","je 0,75 l Flasche","4.99","","","6,65 €/l","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Langnese Magnum","Multi-Eispackungen, versch. Sorten, je 600 ml / 580 ml Packung","2.99","2.79","","4,98 €/l / 5,16 €/l","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Milram Käse","in Scheiben oder Reibekäse, versch. Sorten und Fettstufen, je 150 g / 125 g Packung / Beutel","1.29","","","8,60 €/kg / 10,32 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","음료","14.09.2026-19.09.2026","Mövenpick Der Himmlische, Idee Kaffee oder Eilles Gourmet Café","gemahlen oder ganze Bohnen, auch El Autentico oder Der Milde, je 500 g Packung","6.99","","","13,98 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","주류","14.09.2026-19.09.2026","Paulaner Oktoberfestbier","Kasten = 20 x 0,5 l zzgl. 3,10 € Pfand","15.99","","","1,60 €/l","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Portugal - Driscoll’s - Himbeeren","Klasse I, 125 g Schale","1.99","","","15,92 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Rasting - Frischer Fleischkäse","nach bayrischer Art, zum Selberbacken, natur oder mit Röstzwiebeln verfeinert, je 1 kg","5.55","","","5,55 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Buller, Matthiaskirchweg 6, 40472 Düsseldorf (40468 근접 대표)","40468","식품","14.09.2026-19.09.2026","Rasting - Muschelfond","einfach mit den Muscheln kurz aufkochen und genießen, 500 g Schlauch","1.99","","","3,98 €/kg","https://www.edeka.de/maerkte/071158/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Dr. Oetker Ristorante Pizza oder Bistro Flammkuchen","tiefgefroren, versch. Sorten, je 265 g - 410 g Packung","1.79","","","ab 4,37 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Ecuador - Bananen","1 kg","1.49","","","1,49 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Frischer Schweinenackenbraten","mit Knochen, der rustikale Braten, je 1 kg","5.99","","","5,99 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","HAK Rotkohl","mit Apfelstücken oder ohne, je 700 g Glas","1.29","","","1,84 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","주류","14.09.2026-19.09.2026","Italien - Apulien / Sizilien - Doppio Passo","je 0,75 l Flasche","4.99","","","6,65 €/l","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Langnese Magnum","Multi-Eispackungen, versch. Sorten, je 600 ml / 580 ml Packung","2.99","2.79","","4,98 €/l / 5,16 €/l","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Milram Käse","in Scheiben oder Reibekäse, versch. Sorten und Fettstufen, je 150 g / 125 g Packung / Beutel","1.29","","","8,60 €/kg / 10,32 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","음료","14.09.2026-19.09.2026","Mövenpick Der Himmlische, Idee Kaffee oder Eilles Gourmet Café","gemahlen oder ganze Bohnen, auch El Autentico oder Der Milde, je 500 g Packung","6.99","","","13,98 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","주류","14.09.2026-19.09.2026","Paulaner Oktoberfestbier","Kasten = 20 x 0,5 l zzgl. 3,10 € Pfand","15.99","","","1,60 €/l","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Portugal - Driscoll’s - Himbeeren","Klasse I, 125 g Schale","1.99","","","15,92 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Rasting - Frischer Fleischkäse","nach bayrischer Art, zum Selberbacken, natur oder mit Röstzwiebeln verfeinert, je 1 kg","5.55","","","5,55 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Prömpers, Niederrheinstraße 84-88, 40474 Düsseldorf","40474","식품","14.09.2026-19.09.2026","Rasting - Muschelfond","einfach mit den Muscheln kurz aufkochen und genießen, 500 g Schlauch","1.99","","","3,98 €/kg","https://www.edeka.de/maerkte/071065/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Dr. Oetker Ristorante Pizza oder Bistro Flammkuchen","tiefgefroren, versch. Sorten, je 265 g - 410 g Packung","1.79","","","ab 4,37 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Ecuador - Bananen","1 kg","1.49","","","1,49 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Frischer Schweinenackenbraten","mit Knochen, der rustikale Braten, je 1 kg","5.99","","","5,99 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","HAK Rotkohl","mit Apfelstücken oder ohne, je 700 g Glas","1.29","","","1,84 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","주류","14.09.2026-19.09.2026","Italien - Apulien / Sizilien - Doppio Passo","je 0,75 l Flasche","4.99","","","6,65 €/l","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Langnese Magnum","Multi-Eispackungen, versch. Sorten, je 600 ml / 580 ml Packung","2.99","2.79","","4,98 €/l / 5,16 €/l","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Milram Käse","in Scheiben oder Reibekäse, versch. Sorten und Fettstufen, je 150 g / 125 g Packung / Beutel","1.29","","","8,60 €/kg / 10,32 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","음료","14.09.2026-19.09.2026","Mövenpick Der Himmlische, Idee Kaffee oder Eilles Gourmet Café","gemahlen oder ganze Bohnen, auch El Autentico oder Der Milde, je 500 g Packung","6.99","","","13,98 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","주류","14.09.2026-19.09.2026","Paulaner Oktoberfestbier","Kasten = 20 x 0,5 l zzgl. 3,10 € Pfand","15.99","","","1,60 €/l","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Portugal - Driscoll’s - Himbeeren","Klasse I, 125 g Schale","1.99","","","15,92 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Rasting - Frischer Fleischkäse","nach bayrischer Art, zum Selberbacken, natur oder mit Röstzwiebeln verfeinert, je 1 kg","5.55","","","5,55 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","EDEKA Nüsken, Rossbachstraße 21-23, 44369 Dortmund (공식 전단 기준, 지점별 가격 미확인)","44369","식품","14.09.2026-19.09.2026","Rasting - Muschelfond","einfach mit den Muscheln kurz aufkochen und genießen, 500 g Schlauch","1.99","","","3,98 €/kg","https://www.edeka.de/maerkte/072249/angebote/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","E center Vieler, Schillerstraße 20-40, 52064 Aachen (52062 근접 대표)","52062","식품","14.09.2026-19.09.2026","Dr. Oetker Ristorante Pizza oder Bistro Flammkuchen","tiefgefroren, versch. Sorten, je 265 g - 410 g Packung","1.79","","","ab 4,37 €/kg","https://www.edeka.de/maerkte/071409/"
"2026-09-13 21:08 Europe/Berlin","EDEKA","E center Vieler, Schillerstraße 20-40, 52064 Aachen (52062 근접 대표)","52062","식품","14.09.2026-19.09.2026","Ecuador - Bananen","1 kg","1.49","","","1,49 €/kg","https://www.edeka.de/maerkte/071409/"
